"Alias For Display","Alias ​​para la exhibición"
"Alias Manager Account","Alias Manager Account"
"All Customers","All Customers"
"Allowed Currencies","Allowed Currencies"
"Allowed currencies for this payment method","Moneda permitida para esta forma de pago"
"Already registered?","Already registered?"
"Always Checkout as Guest","Always Checkout as Guest"
"American Express","American Express"
"Amount","Montante"
"Amount Incl. Tax","Amount Incl. Tax"
"An SVG image (scalability) provided by the merchant. The image needs to be uploaded by using the Datatrans Web Administration Tool.","An SVG image (scalability) provided by the merchant. The image needs to be uploaded by using the Datatrans Web Administration Tool."
"An error ocurred.","An error ocurred."
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Author","Author"
"Authorization Amount","Importe de autorisación"
"Authorization Failed","Autorisación fallada"
"Authorization Method","Método de autorización"
"Authorization Number","Número de autorización"
"Authorization Status","Estado de la autorización"
"Authorization is uncertain.","Autorización está incierta"
"Authorized Status","Authorized Status"
"Await Notification","Await Notification"
"Awaiting confirmation","Awaiting confirmation"
"BIC","BIC"
"Bad signature format.","Bad signature format."
"Bank Location","Banco Ubicación"
"Bank Name","Nombre del banco"
"Bank account number","Número de cuenta bancaria"
"Bank code number","Código bancario"
"Bank does not support AVS.","Banco no apoya AVS."
"Before payment selection","Antes de elegir la forma de pago"
"Before showing the payment method","Before showing the payment method"
"Billing Address","Billing Address"
"Billing Information","Billing Information"
"Billing address","Dirección de facturación"
"Billing address is sent","Enviar la dirección de facturación"
"Bonuscard","Bonuscard"
"Brand Color","Brand Color"
"Brand Name","Brand Name"
"By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store."
"CVC Code","CVC código"
"CVC: The user is asked for the CVC. (default)","CVC: The user is asked for the CVC. (default)"
"Cancel","Cancel"
"Cancel ID","Cancel ID"
"Cancel failed with an unknown error.","Cancelaciones ha fallado con un error desconocido."
"Cancel pending orders when out of stock","Cancelar órdenes pendientes si el artículo ya no está en stock"
"Cancel status","Cancelar Estado"
"Canceled DatatransCw","Canceled DatatransCw"
"Canceling of this payment not possible!","La cancelación de este pago no es posible"
"Cancelled Status","Cancelled Status"
"Cancelled by the customer.","Cancelado por el cliente"
"Cannot update item quantity.","No se puede actualizar la cantidad de artículo."
"Capture Amount","Capture Amount"
"Capture ID","Capture ID"
"Capture amount","Cantidad de captura"
"Capture information","Informaciones de la contabilización"
"Capture status","El estado de captura"
"Capture: Don't Close","Capture: Don't Close"
"Captured Amount","Importe reembolsado"
"Captured Status","Captured Status"
"Captures","Captures"
"Captures & Refunds","Captures & Refunds"
"Capturing","Captura"
"Card Expiration","Fecha de vencimiento de la tarjeta"
"Card Expiry","Fecha de caducidad de la tarjeta"
"Card Holder","Titular de la tarjeta"
"Card Holder Name","Titular de tarjeta"
"Card Number","Número de tarjeta"
"Card member's name and billing address match, but billing postal code does not match.","Nombre y dirección del titular de la tarjeta es correcta. Código postal no es correcto."
"Card member's name and billing postal code match, but billing address does not match.","Nombre y código postal del titular de la tarjeta es correcta. La dirección no es correcta."
"Card member's name does not match, but billing postal code matches.","CP es correcto. El nombre del titular de la tarjeta no es la correcta."
"Card member's name does not match, but street address matches.","Dirección correcta. El nombre del titular de la tarjeta no coincide."
"Card member's name does not match. Street address and postal code match.","Dirección y código postal son correctos. El nombre del titular de la tarjeta no es la correcta."
"Card member's name matches but billing address and billing postal code do not match.","El nombre del titular de la tarjeta es correcta. Dirección y código postal no son correctos."
"Card member's name, billing address, and billing postal code match.","Dirección, el código postal y la tarjeta del titular son correctas."
"Card member's name, billing address, and postal code match.","Nombre del titular de la tarjeta, dirección y código postal son correctos"
"Card number must not be empty.","Card number must not be empty."
"Carrier Title","Carrier Title"
"Check out faster","Check out faster"
"Check to activate the external checkout.","Check to activate the external checkout."
"Checkout","Checkout"
"Checkout as Guest","Checkout as Guest"
"Checkout as a Guest or Register","Checkout as a Guest or Register"
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Checkout with MasterPass.","Checkout with MasterPass."
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status"
"Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status. For captured payments, an invoice is always created.","Selecciona 'Creación después del pedido' si quiere que se crea una factura con el pedido. El estado de la factura basa en la el estado contabilización. Para los pagos capturados, siempre se crea una factura."
"Company Commercial Number","Compañía Número Comercial"
"Company Registry Number","Company Registry Number"
"Confirm Password","Confirm Password"
"Continue","Continuar"
"Copy the URL Post that you find below (notification URL) into the Datatrans Backend (Section UPP Administration > UPP Data).","Copy the URL Post that you find below (notification URL) into the Datatrans Backend (Section UPP Administration > UPP Data)."
"Could not convert object of type '!type' to string.","No se pudo convertir el objeto de tipo '!type' a string."
"Could not find a brand for the given card number.","No se pudo encontrar una marca para el número de la tarjeta dada."
"Could not find an adapter for the authorization method !methodName.","Could not find an adapter for the authorization method !methodName."
"Could not find an adapter for the authoriztion method !methodName.","No se pudo encontrar un adaptador para el método de autorización !methodName."
"Could not find pressed button.","No se pudo encontrar el botón presionado."
"Could not find template file at default location '!location'.","No se pudo encontrar el archivo de plantilla en la ubicación predeterminada '!location'."
"Could not find the payment method !paymentMethodName.","No se pudo encontrar la forma de pago !paymentMethodName."
"Could not load layout from URL !url. Reason: !reason","No se pudo cargar el diseño de URL !url. Motivo: !reason"
"Create Account","Create Account"
"Create New Order - Payment","Create New Order - Payment"
"Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Creating an account has many benefits:","Creating an account has many benefits:"
"Creation Date","Creation Date"
"Credit Card Brands","Marcas de Tarjeta de Crédito"
"Credit Card Customer Country","País del cliente"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit memo's total must be positive.","Total del nota de crédito debe ser positivo."
"CreditPass Purchase Type","CreditPass Purchase Type"
"Currency","Moneda"
"Currency !currency not supported, must be CHF","Currency !currency not supported, must be CHF"
"Current Configuration Scope:","Alcance de configuración actual:"
"Customer Account","Customer Account"
"Customer Address","Dirección del cliente"
"Customer Alias Management","Customer Alias Management"
"Customer successfully returned from DatatransCw","El cliente ha regresado con éxito de DatatransCw"
"Customer successfully returned from Datatrans","Cliente regresó con éxito de Datatrans"
"Customer sucessfully returned from the DatatransCw payment page.","Customer sucessfully returned from the DatatransCw payment page."
"Customers","Customers"
"Customweb","Customweb"
"Dankort","Dankort"
"Date","Fecha"
"Date of Birth","Fecha de nacimiento"
"Day","Día"
"Deactivate","Deactivate"
"Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Decides if the pay button should have the same color as the brandColor. Possible Values: &quot;true&quot; or &quot;false&quot;. If set to false the hex color #01669F will be used as a default.","Decides if the pay button should have the same color as the brandColor. Possible Values: &quot;true&quot; or &quot;false&quot;. If set to false the hex color #01669F will be used as a default."
"Decides whether the logo shall be styled with a border around it, if the value is true the default background color is chosen, else the provided string is used as color value. Possible values: colors in hexadecimal code (#FFFFFF) or &quot;true&quot; or &quot;false&quot;","Decides whether the logo shall be styled with a border around it, if the value is true the default background color is chosen, else the provided string is used as color value. Possible values: colors in hexadecimal code (#FFFFFF) or &quot;true&quot; or &quot;false&quot;"
"Default Account","Cuenta predeterminada"
"Default Config","Configuración estándar"
"Default Values","Default Values"
"Deferred","Diferido"
"Deferred (authorization)","Deferred (authorization)"
"Deferred capturing","Contabilización retrasada"
"Deferred settlement","Creación retrasada"
"Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Delayed","Retrasado"
"Delete","Borrar"
"Delivery address","Dirección de envío"
"Delivery address is sent","Envía la dirección de entrega"
"Description","Descripción"
"Diners Club","Diners Club"
"Direct Debits","Direct Debits"
"Direct E-Banking","Direct E-Banking"
"Direct capture after order","Contabilización immediatamente después del pedido"
"Directly after order","Directamente después de la orden"
"Directly after order (sale)","Directly after order (sale)"
"Disabled","Desactivado"
"Discount","Immediatamente después del pedido"
"Discount Amount","Cantidad de Descuento"
"Do not mark them","No marque"
"Don't change order status","Don't change order status"
"During authorization","Durante la autorización"
"During the authorization","During the authorization"
"ESR Data","ESR Data"
"EasyPay Title","EasyPay Title"
"Edit","Editar"
"Edit Invoice %s","Edit Invoice %s"
"Email Address","Email Address"
"Empty version number field name","Empty version number field name"
"Enable or disable logging.","Enable or disable logging."
"Enable the payment method","Activar forma de pago"
"Enabled","Activado"
"Enter the Live MerchantID.","Enter the Live MerchantID."
"Enter the date on which your card expires.","Introduzca la fecha en la que expira su tarjeta."
"Error during Update: !msg","Error during Update: !msg"
"Error with the length of the validation date.","Error with the length of the validation date."
"ErrorCode: !code","ErrorCode: !code"
"Excl. Tax","Excl. impuesto"
"External Checkout","External Checkout"
"External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Failed","Fallado"
"Failed payment authorization.","Error de autorización de pago."
"Female","Femenino"
"Figure !number:","Figure !number:"
"Forgot Your Password?","Forgot Your Password?"
"Forgot your password?","Forgot your password?"
"Gender","Desconocido"
"German ELV transactions can be processed with an integrated credit and address check. The merchant has to agree with CreditPass (Telego) the test rules. The test rule is referred to by a 'Purchase Type'. If you don't want to use this feature, you can leave this field empty.","Transacciones alemanas ELV se pueden procesar con un crédito integrado y verificación de la dirección. El comerciante tiene que estar de acuerdo con (Telego) reglas de prueba CreditPass. Mediante la definición del 'Purchase Type' se puede especificar la regla de prueba. Si no desea utilizar esta función, puede dejar este campo vacío."
"Get Update","Get Update"
"Header Color","Header Color"
"Here you can define a Shop ID. This is only necessary if you wish to operate several shops with one Datatrans account. In order to use this module, an additional module is required.","Esto sólo es necesario si desea utilizar varias tiendas con una Datatrans cuenta. Para utilizar este módulo, se requiere un módulo adicional."
"Here you can insert a transaction prefix. The prefix allows you to change the transaction number that is transmitted to Datatrans. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","El prefijo le permite cambiar el número de transacciones que se transmite a Datatrans. El prefijo debe contener la etiqueta {id}. A continuación, se sustituye por el número de orden (por ejemplo name_ {id})."
"Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Here you can set if the invoice will be sent by you together with the product. In this case Datatrans will provide additional data for printing an ESR slip. This feature must be active with the processor as well as Datatrans. You must then process this data yourself. Only supported by Powerpay. Otherwise Powerpay will send the invoice in your stead.","Here you can set if the invoice will be sent by you together with the product. In this case Datatrans will provide additional data for printing an ESR slip. This feature must be active with the processor as well as Datatrans. You must then process this data yourself. Only supported by Powerpay. Otherwise Powerpay will send the invoice in your stead."
"Here you can specify the text, which is shown to the customer on the Easypay website. If the text contains the tag {id}, it will be replaced with the order number.","Here you can specify the text, which is shown to the customer on the Easypay website. If the text contains the tag {id}, it will be replaced with the order number."
"Hide","Hide"
"IBAN","IBAN"
"IBAN number","número IBAN"
"IFrame Height","IFrame Height"
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Si sólo hay una unidad en stock y el pago del cliente (comprando esta unidad) falla, el producto está reservado hasta que la orden esta cancelada (vea la opción de tiempo de espera). Activa esta opción si desea que el producto NO está reservado. Ordenes con un estado de pago fallido o annulado entonces serán canceladas inmediatamente."
"If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"If it is not applicable leave the field empty.","Si no es aplicable deje el campo vacío."
"If no liability shift is given for a transaction, should the transaction be marked as uncertain?","¿Si el pago se realiza sin cambio de la responsabilidad, quiere que la operación está marcado como inseguro?"
"If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully."
"If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","If the status is 'Pending' it is unclear whether the transaction will be captured successfully."
"If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Si el estado es pendiente' no está claro si la transacción será devuelto con éxito."
"If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Iframe Theme Name","Iframe Theme Name"
"Image Brand Selection","Selección de Imagen de Marca"
"In case you use security 2 you can activate a separate sign (sign2) for the request done by Datatrans to your server. In this field you can provide this second sign for your live account.","En caso de que usted está utilizando el nivel de protección 2, se puede activar una signo independiente (sign2) para la solicitud de Datatrans a su servidor. En este campo se puede introducir este segundo signo de la cuenta real."
"In case you use security 2 you can activate a separate sign (sign2) for the request done by Datatrans to your server. In this field you can provide this second sign for your test account.","En caso de que usted está utilizando el nivel de protección 2, se puede activar una signo independiente (sign2) para la solicitud de Datatrans a su servidor. En este campo se puede introducir este segundo signo de la cuenta de prueba."
"In case you use security 2 you can activate a separate sign (sign2) for the request done by Datatrans to your server. In this field you can provide this second sign for your test account. This setting is used only for mail and phone orders (MoTo) and for recurring payments.","En caso de que usted está utilizando el nivel de protección 2, se puede activar una signo independiente (sign2) para la solicitud de Datatrans a su servidor. En este campo se puede introducir este segundo signo de la cuenta de prueba. Este ajuste se utiliza sólo para pedidos por correo y el teléfono (MoTo) y para pagos recurrentes."
"In case you use security 2 you can activate a separate sign (sign2) for the request done by Datatrans to your server. In this field you can provide this second sign for your test account. This setting is used only for mail and phone orders (MoTo) payments.","En caso de usar la seguridad 2 puede activar una señal separada (sign2) de la solicitud realizada por Datatrans a su servidor. En este campo puede proporcionar esta segunda señal para su cuenta de prueba. Este ajuste sólo se utiliza para correo y telefónicos órdenes (Moto) pagos."
"In case you use security 2 you can activate a separate sign (sign2) for the request done by Datatrans to your server. In this field you can provide this second sign for your test account. This setting is used only for recurring payments.","En caso de usar la seguridad 2 puede activar una señal separada (sign2) de la solicitud realizada por Datatrans a su servidor. En este campo puede proporcionar esta segunda señal para su cuenta de prueba. Este ajuste sólo se utiliza para pagos periódicos."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your live account.","En caso de utilizar el nivel de seguridad 1 o 2, hay que dar una señal. Esta señal se puede encontrar en el backend de Datatrans de su cuenta real."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your live account. This setting is used only for mail and phone orders (MoTo) and for recurring payments.","En caso de utilizar el nivel de seguridad 1 o 2, hay que dar un signo. Esta señal se puede encontrar en el backend de Datatrans de su cuenta real. Este ajuste se utiliza sólo para pedidos por correo y el teléfono (MoTo) y para pagos recurrentes."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your live account. This setting is used only for mail and phone orders (MoTo) payments.","En caso de usar el nivel de seguridad 1 o 2 tiene que proporcionar una señal. Esta señal se puede encontrar en el backend de Datatrans de su cuenta real. Este ajuste sólo se utiliza para correo y telefónicos órdenes (MoTo) pagos."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your live account. This setting is used only for recurring payments.","En caso de usar el nivel de seguridad 1 o 2 tiene que proporcionar una señal. Esta señal se puede encontrar en el backend de Datatrans de su cuenta real. Este ajuste sólo se utiliza para pagos periódicos."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your test account.","En caso de utilizar el nivel de seguridad 1 o 2, hay que dar un signo. Esta signo se puede encontrar en el backend de Datatrans de su cuenta de prueba."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your test account. This setting is used only for mail and phone orders (MoTo) and for recurring payments.","En caso de utilizar el nivel de seguridad 1 o 2, hay que dar un signo. Esta signo se puede encontrar en el backend de Datatrans de su cuenta de prueba. Este ajuste se utiliza sólo para pedidos por correo y el teléfono (MoTo) y para pagos recurrentes."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your test account. This setting is used only for mail and phone orders (MoTo) payments.","En caso de usar el nivel de seguridad 1 o 2 tiene que proporcionar una señal. Esta señal se puede encontrar en el backend de de su cuenta de prueba. Este ajuste sólo se utiliza para correo y telefónicos órdenes (Moto) pagos."
"In case you use security level 1 or 2 you have to provide a sign. This sign can be found in the backend of Datatrans of your test account. This setting is used only for recurring payments.","En caso de usar el nivel de seguridad 1 o 2 tiene que proporcionar una señal. Esta señal se puede encontrar en el backend de Datatrans de su cuenta de prueba. Este ajuste sólo se utiliza para pagos periódicos."
"In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Inactive","Inactivo"
"Incl. Tax","Incl. impuesto"
"Information","Information"
"Inline Theme Name","Inline Theme Name"
"Invalid login or password.","Invalid login or password."
"Invoice Items","Artículos factura"
"Invoice On Delivery","Invoice On Delivery"
"Invoice Settlement","Invoice Settlement"
"Invoice Totals","Totales de las facturas"
"Invoice settlement","Creación de la factura."
"Invoice was created successfully","La cuenta ha sido creada con éxito"
"Invoices","Facturas"
"Issue Number","Número de emisión"
"It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Item","Item"
"Items","Items"
"Items Refunded","Items Refunded"
"JCB","JCB"
"Learn More","Learn More"
"Level 0: No Signatures","Nivel 0: Ninguna Firma"
"Level 1: Basic Signatures","Nivel 1: Firmas básicos"
"Level 2: Full Signatures (HMAC-MD5)","Level 2: Full Signatures (HMAC-MD5)"
"Level 2: Full Signatures (HMAC-SHA-256)","Level 2: Full Signatures (HMAC-SHA-256)"
"Liability Shift Behavior","Comportamiento de cambio de responsabilidad"
"Live Environment","Entorno real"
"Live HMAC Key","Live HMAC Key"
"Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Live Mode","Live Mode"
"Live Password","Live Password"
"Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Logging","Logging"
"Login","Login"
"Login & Register","Login & Register"
"Login and password are required.","Login and password are required."
"Logo Border Color","Logo Border Color"
"Logo Source","Logo Source"
"Logo Style","Logo Style"
"Maestro International","Maestro International"
"Mail Order / Telephone Order (MoTo)","Mail Order / Telephone Order (MoTo)"
"Mail order/telephone order authorization","Autorización para pedido para e-Mail/pedido telefónico"
"Male","Masculino"
"Manage Stores","Administrar las tiendas"
"Manage Datatrans Aliases","Manage Datatrans Aliases"
"Mark transactions without liability shift as uncertain","Marcar transacciones sin cambio de responsabilidad inseguro"
"MasterCard","MasterCard"
"MasterPass","MasterPass"
"MasterPass: Order Confirmation","MasterPass: Order Confirmation"
"Maximum Order Total","Cantidad máxima del pedido"
"Message","Notificación"
"Method Title","Method Title"
"Minimum Order Total","Cantidad mínima del pedido"
"Mobile Device Detection","Detección de dispositivos móviles"
"Mobile Phone","Mobile Phone"
"Month","Mes"
"My Datatrans Aliases","My Datatrans Aliases"
"New Order","New Order"
"New Order Status","Estado de orden nuevo"
"New card","New card"
"Next Update Execution Date","Next Update Execution Date"
"No","No"
"No Items","No Items"
"No additional payment information available.","No hay información adicional de pago disponible."
"No address is sent","No envíe ninguna dirección"
"No authorization method found for payment method !method.","Ningún método de autorización encontrado para el pago al !method."
"No button returned.","Botón no regresó."
"No refund possible.","Ningún reembolso posible"
"No shipping method needed.","No shipping method needed."
"No, use the dropdown.","No, use the dropdown."
"Non-U.S. issuing bank does not support AVS.","Banko emisor no-EUA no apoya AVS."
"Notification URL","Notification URL"
"ORG ID","ORG ID"
"ORG ID used for device fingerprint calls. Is supplied by Byjuno. If this is set but the solvency check is set to anything other than 'during the authorization' this will not be used.","ORG ID used for device fingerprint calls. Is supplied by Byjuno. If this is set but the solvency check is set to anything other than 'during the authorization' this will not be used."
"One Click Checkout (Alias Manager)","One Click Checkout (Alias Manager)"
"Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Only authorized transaction can be cancelled.","Sólo las transacciones autorizadas se pueden cancelar."
"Only authorized transaction can be captured.","Sólo las transacciones autorizadas pueden ser contabilizadas"
"Only authorized transaction can be refunded.","Sólo las transacciones autorizadas pueden ser reembolsadas."
"Only captured transaction can be refunded.","Sólo las transacciones contabilizadas pueden ser reembolsadas"
"Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Operation Mode","Modo de operación"
"Order #","Order #"
"Order Grand Total","Gran Total del Pedido"
"Order Information","Order Information"
"Order Prefix","Order Prefix"
"Order Review","Order Review"
"Order Summary","Order Summary"
"Order Total","Order Total"
"Order cancelled, because the customer was too long in the payment process of Datatrans.","El pedido fue cancelado debido a que el cliente se encuentra demasiado tiempo en el proceso de pago de Datatrans."
"Order was placed using %s","Order was placed using %s"
"Orders","Orders"
"Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Pedidos cuyos pagos quedarán pendiente mayor que el tiempo definido en minutos se cancelarán automáticamente. Para utilizar esta función es necesario configurar Magento cron."
"Paid Amount","Cantidad pagada"
"Partial refund not possible. You may retry with the total transaction amount.","Reembolso parcial imposible. El importe es mayor que el importe total contabilizado."
"Password","Password"
"Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Pay Button Color","Pay Button Color"
"Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Payment","Payment"
"Payment Error Message: !message","Error de pago con el mensaje: !message"
"Payment ID","ID de pago"
"Payment Id","ID de pago"
"Payment Information","Condiciones de venta"
"Payment Method","Forma de pago"
"Payment Method Code","Código del método de pago"
"Payment Method Selection Style","Payment Method Selection Style"
"Payment captured successfully.","Pago capturado con éxito."
"Payment could not be authorized. Cancelling order. Reason : ","El pago no fue autorizado. El pedido será cancelado. Razón:"
"Payment details can be entered after placing the order","Detalles del pago se pueden introducir a partir del pedido"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Payment from applicable countries","Pago de países aplicables"
"Payment from specific countries","Pago de países específicos"
"Payment is pending at DatatransCw","Pago está pendiente con DatatransCw"
"Payment method description","Descripción de la forma de pago"
"Payment with %s","Pago con %s"
"Payment with Datatrans","Pago con Datatrans"
"Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Los pagos se pueden actualizar de forma automática (intervalo en minutos) via API (sie está activado). Para utilizar la función, el Magento Cron debe estar activado."
"Pending","Pendiente"
"Pending DatatransCw","Pending DatatransCw"
"Phone","Phone"
"Phone number","Phone number"
"Phone number must be set.","Phone number must be set."
"Place Order","Place Order"
"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Por favor, compruebe el número de CVC introducido."
"Please check the entered credit card number.","Por favor, compruebe el número de la tarjeta de crédito introducida."
"Please enter here the Bank Identifier Code (BIC).","Por favor introduzca el Código de identificación bancaria (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Por favor, introduzca la CVC su tarjeta. Usted puede encontrar esto en la parte de atrás de su tarjeta de crédito."
"Please enter here the International Bank Account Number (IBAN).","Por favor introduzca el Número de Cuenta Bancaria Internacional (IBAN)."
"Please enter here the account holder name on the card.","Por favor introduzca el nombre titular de la cuenta de la tarjeta."
"Please enter here the account holder name.","Escriba aquí el nombre del titular."
